Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
"50364660",04/24/2021 10:34:00 AM,05/01/2021 10:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10003",33 5 AVENUE,5 AVENUE,E 9 ST,E 10 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/01/2021 10:00:00 AM,02 MANHATTAN,"1005670007",MANHATTAN,"985485","206454",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7333451159091,-73.9955438029081,"(40.73334511590914, -73.9955438029081)"
"50366435",04/24/2021 10:38:00 AM,05/01/2021 02:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10003",211 EAST   17 STREET,EAST   17 STREET,3 AVE,RUTHERFORD PL,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/01/2021 02:00:00 PM,06 MANHATTAN,"1008980010",MANHATTAN,"988393","207022",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7349032519718,-73.9850506426317,"(40.73490325197177, -73.98505064263173)"
"50735008",06/01/2021 09:38:00 PM,06/03/2021 02:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10001",442 WEST   34 STREET,WEST   34 STREET,DYER AVE,LINCOLN TUNNEL APPR,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/03/2021 02:30:00 AM,04 MANHATTAN,"1007310065",MANHATTAN,"984823","214002",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7540625575295,-73.9979318258559,"(40.754062557529544, -73.9979318258559)"
"51005161",06/25/2021 11:05:00 AM,07/06/2021 11:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,"10036",1 RIVER PLACE,RIVER PLACE,11 AVE,W 42 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/06/2021 11:30:00 AM,04 MANHATTAN,"1010890001",MANHATTAN,"984189","216753",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7616133681849,-74.0002201970766,"(40.76161336818487, -74.00022019707659)"
"50373326",04/25/2021 10:47:00 AM,04/25/2021 02:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10024",203 WEST   80 STREET,WEST   80 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/25/2021 02:15:00 PM,07 MANHATTAN,"1012280128",MANHATTAN,"990311","224896",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7839616955254,-73.9781137302831,"(40.783961695525356, -73.97811373028314)"
"50748078",06/02/2021 06:05:00 PM,06/03/2021 12:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10023",,,,,WEST 73 STREET,WEST END AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/03/2021 12:45:00 AM,07 MANHATTAN,,MANHATTAN,"988687","223631",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7804905708667,-73.9839788292373,"(40.780490570866654, -73.98397882923729)"
"50743512",06/01/2021 08:18:00 PM,06/03/2021 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10019",625 WEST   51 STREET,WEST   51 STREET,11 AVE,12 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/03/2021 01:45:00 AM,04 MANHATTAN,"1010990017",MANHATTAN,"985673","218642",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.766798071507,-73.9948628715887,"(40.76679807150702, -73.99486287158872)"
"50417118",04/29/2021 03:20:00 PM,05/04/2021 08:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10011",320 WEST   21 STREET,WEST   21 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/04/2021 08:30:00 PM,04 MANHATTAN,"1007440024",MANHATTAN,"984180","210463",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7443489126855,-74.0002526196898,"(40.744348912685474, -74.00025261968977)"
"50420573",04/29/2021 10:45:00 PM,05/05/2021 06:56:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10001",424 9 AVENUE,9 AVENUE,W 33 ST,W 34 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection attempted to inspect this complaint but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/05/2021 06:56:00 PM,04 MANHATTAN,"1007570001",MANHATTAN,"985238","213685",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.753192436338,-73.9964339801672,"(40.75319243633799, -73.99643398016724)"
"50756724",06/02/2021 12:28:00 AM,06/03/2021 03:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,"10018",400 WEST   37 STREET,WEST   37 STREET,9 AVE,LINCOLN TUNNEL APPR,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/03/2021 03:30:00 AM,04 MANHATTAN,"1007340037",MANHATTAN,"985626","214464",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7553305415971,-73.9950334000094,"(40.755330541597125, -73.99503340000936)"
